Email,Last Open Date,Revenue Generated ,,,,,,,,
wanda.blake@buytopiamail.com,7/20/2016,"$3,288.00",,,,,,,,
elizabeth.wallace@buytopiamail.com,7/31/2016,"$3,177.00",,,,,,,,
amanda.nash@buytopiamail.com,7/8/2016,"$2,445.00",,,,,,,,
piers.mills@buytopiamail.com,7/30/2016,"$2,424.00",,,,,,,,
max.young@buytopiamail.com,8/13/2016,"$2,749.00",,,,,,,,
alison.duncan@buytopiamail.com,8/6/2016,$134.00,,,,,,,,
simon.underwood@buytopiamail.com,7/9/2016,"$2,226.00",,,,,,,,
anthony.walsh@buytopiamail.com,8/14/2016,"$4,800.00",,,,,,,,
warren.carr@buytopiamail.com,7/21/2016,"$2,207.00",,,,,,,,
trevor.burgess@buytopiamail.com,7/26/2016,"$2,088.00",,,,,,,,
sonia.mackenzie@buytopiamail.com,8/4/2016,"$4,691.00",,,,,,,,
madeleine.jones@buytopiamail.com,8/5/2016,$407.00,,,,,,,,
victor.black@buytopiamail.com,8/2/2016,"$2,823.00",,,,,,,,
angela.kelly@buytopiamail.com,7/12/2016,"$3,669.00",,,,,,,,
una.lewis@buytopiamail.com,7/6/2016,"$3,948.00",,,,,,,,
connor.berry@buytopiamail.com,6/30/2016,$178.00,,,,,,,,
owen.ogden@buytopiamail.com,7/1/2016,$919.00,,,,,,,,
elizabeth.fraser@buytopiamail.com,7/17/2016,"$2,630.00",,,,,,,,
tracey.sharp@buytopiamail.com,7/19/2016,"$1,857.00",,,,,,,,
wendy.hamilton@buytopiamail.com,7/10/2016,$469.00,,,,,,,,
sally.carr@buytopiamail.com,7/31/2016,"$4,846.00",,,,,,,,
phil.murray@buytopiamail.com,7/20/2016,"$3,403.00",,,,,,,,
leonard.simpson@buytopiamail.com,7/1/2016,"$2,802.00",,,,,,,,
justin.kelly@buytopiamail.com,7/23/2016,$480.00,,,,,,,,
faith.howard@buytopiamail.com,8/8/2016,$144.00,,,,,,,,
kimberly.ferguson@buytopiamail.com,7/27/2016,"$2,030.00",,,,,,,,
julian.mackay@buytopiamail.com,8/4/2016,"$4,216.00",,,,,,,,
peter.lee@buytopiamail.com,8/14/2016,"$2,137.00",,,,,,,,
ava.lee@buytopiamail.com,6/29/2016,$465.00,,,,,,,,
jan.clarkson@buytopiamail.com,6/29/2016,"$4,974.00",,,,,,,,
adrian.gray@buytopiamail.com,8/7/2016,"$2,461.00",,,,,,,,
jack.hamilton@buytopiamail.com,7/11/2016,"$2,146.00",,,,,,,,
piers.alsop@buytopiamail.com,7/14/2016,"$3,665.00",,,,,,,,
faith.powell@buytopiamail.com,7/31/2016,"$4,529.00",,,,,,,,
michael.edmunds@buytopiamail.com,7/21/2016,"$3,369.00",,,,,,,,
ryan.hemmings@buytopiamail.com,8/12/2016,"$1,290.00",,,,,,,,
eric.henderson@buytopiamail.com,7/14/2016,"$1,527.00",,,,,,,,
david.mcgrath@buytopiamail.com,7/8/2016,"$3,845.00",,,,,,,,
eric.fisher@buytopiamail.com,7/9/2016,"$2,023.00",,,,,,,,
sean.berry@buytopiamail.com,7/29/2016,"$3,560.00",,,,,,,,
kevin.gill@buytopiamail.com,7/1/2016,"$4,323.00",,,,,,,,
matt.sutherland@buytopiamail.com,7/24/2016,"$4,819.00",,,,,,,,
abigail.hodges@buytopiamail.com,7/6/2016,"$3,618.00",,,,,,,,
owen.macleod@buytopiamail.com,7/13/2016,$330.00,,,,,,,,
samantha.stewart@buytopiamail.com,8/2/2016,$49.00,,,,,,,,
julia.stewart@buytopiamail.com,8/16/2016,"$4,298.00",,,,,,,,
rebecca.davies@buytopiamail.com,7/16/2016,$954.00,,,,,,,,
thomas.lawrence@buytopiamail.com,7/5/2016,$881.00,,,,,,,,
ava.walker@buytopiamail.com,8/18/2016,"$3,227.00",,,,,,,,
hannah.hughes@buytopiamail.com,7/4/2016,"$2,873.00",,,,,,,,
harry.young@buytopiamail.com,7/14/2016,$768.00,,,,,,,,
penelope.avery@buytopiamail.com,7/9/2016,"$4,843.00",,,,,,,,
charles.watson@buytopiamail.com,8/16/2016,"$3,746.00",,,,,,,,
james.welch@buytopiamail.com,7/13/2016,$262.00,,,,,,,,
tracey.dickens@buytopiamail.com,7/11/2016,"$1,991.00",,,,,,,,
donna.russell@buytopiamail.com,7/8/2016,"$1,428.00",,,,,,,,
amelia.fraser@buytopiamail.com,7/26/2016,"$2,147.00",,,,,,,,
dan.gray@buytopiamail.com,8/17/2016,$474.00,,,,,,,,
mary.hardacre@buytopiamail.com,7/25/2016,"$1,417.00",,,,,,,,
vanessa.paterson@buytopiamail.com,7/18/2016,$263.00,,,,,,,,
stephanie.howard@buytopiamail.com,7/4/2016,"$2,558.00",,,,,,,,
caroline.ross@buytopiamail.com,7/20/2016,"$2,962.00",,,,,,,,
natalie.mackay@buytopiamail.com,7/27/2016,$323.00,,,,,,,,
isaac.randall@buytopiamail.com,7/16/2016,"$1,901.00",,,,,,,,
michael.cornish@buytopiamail.com,7/28/2016,"$4,056.00",,,,,,,,
sean.roberts@buytopiamail.com,8/3/2016,$292.00,,,,,,,,
grace.glover@buytopiamail.com,7/19/2016,$457.00,,,,,,,,
melanie.grant@buytopiamail.com,7/12/2016,"$3,011.00",,,,,,,,
simon.gray@buytopiamail.com,7/15/2016,"$3,412.00",,,,,,,,
dorothy.davidson@buytopiamail.com,7/9/2016,"$3,486.00",,,,,,,,
una.lambert@buytopiamail.com,7/29/2016,"$4,337.00",,,,,,,,
irene.mclean@buytopiamail.com,8/6/2016,"$3,404.00",,,,,,,,
ian.abraham@buytopiamail.com,7/3/2016,"$4,143.00",,,,,,,,
jan.springer@buytopiamail.com,7/7/2016,"$1,754.00",,,,,,,,
kylie.parsons@buytopiamail.com,8/11/2016,"$3,917.00",,,,,,,,
deirdre.young@buytopiamail.com,7/2/2016,"$3,654.00",,,,,,,,
warren.mcgrath@buytopiamail.com,8/6/2016,"$3,347.00",,,,,,,,
owen.roberts@buytopiamail.com,7/20/2016,"$2,992.00",,,,,,,,
bernadette.poole@buytopiamail.com,7/29/2016,"$1,345.00",,,,,,,,
madeleine.quinn@buytopiamail.com,7/19/2016,$607.00,,,,,,,,
diana.lawrence@buytopiamail.com,8/12/2016,$676.00,,,,,,,,
katherine.wallace@buytopiamail.com,8/15/2016,"$2,805.00",,,,,,,,
harry.lawrence@buytopiamail.com,7/18/2016,"$1,169.00",,,,,,,,
rachel.black@buytopiamail.com,7/7/2016,"$2,895.00",,,,,,,,
carol.harris@buytopiamail.com,8/14/2016,"$3,188.00",,,,,,,,
joseph.alsop@buytopiamail.com,7/26/2016,"$2,120.00",,,,,,,,
thomas.duncan@buytopiamail.com,7/17/2016,"$4,580.00",,,,,,,,
theresa.clark@buytopiamail.com,6/29/2016,"$3,944.00",,,,,,,,
richard.wallace@buytopiamail.com,8/3/2016,"$1,991.00",,,,,,,,
angela.thomson@buytopiamail.com,7/27/2016,"$1,402.00",,,,,,,,
amelia.ince@buytopiamail.com,8/8/2016,"$2,448.00",,,,,,,,
alison.marshall@buytopiamail.com,6/29/2016,"$2,001.00",,,,,,,,
irene.vance@buytopiamail.com,7/14/2016,"$2,002.00",,,,,,,,
joanne.sanderson@buytopiamail.com,7/23/2016,"$2,480.00",,,,,,,,
lauren.wilkins@buytopiamail.com,7/7/2016,"$1,466.00",,,,,,,,
max.simpson@buytopiamail.com,8/16/2016,$792.00,,,,,,,,
lillian.lewis@buytopiamail.com,7/6/2016,"$1,546.00",,,,,,,,
samantha.bailey@buytopiamail.com,8/9/2016,"$3,881.00",,,,,,,,
brandon.nash@buytopiamail.com,7/13/2016,"$1,022.00",,,,,,,,
madeleine.mitchell@buytopiamail.com,7/2/2016,$829.00,,,,,,,,
jan.wright@buytopiamail.com,8/18/2016,"$2,700.00",,,,,,,,
emily.clark@buytopiamail.com,7/28/2016,"$4,481.00",,,,,,,,
evan.hughes@buytopiamail.com,8/10/2016,"$1,809.00",,,,,,,,
karen.brown@buytopiamail.com,8/6/2016,"$2,645.00",,,,,,,,
elizabeth.piper@buytopiamail.com,7/10/2016,"$4,442.00",,,,,,,,
theresa.macdonald@buytopiamail.com,6/30/2016,$49.00,,,,,,,,
phil.morrison@buytopiamail.com,7/28/2016,$229.00,,,,,,,,
grace.lyman@buytopiamail.com,8/5/2016,"$1,619.00",,,,,,,,
karen.vaughan@buytopiamail.com,7/15/2016,$510.00,,,,,,,,
adam.terry@buytopiamail.com,7/28/2016,"$2,065.00",,,,,,,,
michelle.butler@buytopiamail.com,7/31/2016,"$2,181.00",,,,,,,,
liam.bower@buytopiamail.com,7/18/2016,$590.00,,,,,,,,
natalie.coleman@buytopiamail.com,8/9/2016,"$4,498.00",,,,,,,,
mary.ogden@buytopiamail.com,7/12/2016,"$4,509.00",,,,,,,,
leonard.nolan@buytopiamail.com,8/9/2016,"$1,208.00",,,,,,,,
carol.blake@buytopiamail.com,7/3/2016,"$1,190.00",,,,,,,,
stephen.skinner@buytopiamail.com,8/3/2016,$349.00,,,,,,,,
lucas.scott@buytopiamail.com,7/10/2016,"$1,021.00",,,,,,,,
gavin.knox@buytopiamail.com,8/16/2016,"$2,031.00",,,,,,,,
virginia.grant@buytopiamail.com,7/20/2016,"$1,808.00",,,,,,,,
edward.tucker@buytopiamail.com,8/13/2016,"$3,603.00",,,,,,,,
bernadette.newman@buytopiamail.com,8/10/2016,"$1,476.00",,,,,,,,
ella.hardacre@buytopiamail.com,7/7/2016,"$2,147.00",,,,,,,,
john.hudson@buytopiamail.com,8/3/2016,"$3,284.00",,,,,,,,
brian.arnold@buytopiamail.com,8/7/2016,"$1,443.00",,,,,,,,
mary.glover@buytopiamail.com,8/18/2016,$781.00,,,,,,,,
samantha.peters@buytopiamail.com,7/19/2016,"$4,957.00",,,,,,,,
sebastian.buckland@buytopiamail.com,8/9/2016,$592.00,,,,,,,,
neil.slater@buytopiamail.com,7/25/2016,"$4,229.00",,,,,,,,
nicola.springer@buytopiamail.com,7/28/2016,"$3,946.00",,,,,,,,
amanda.brown@buytopiamail.com,7/1/2016,"$2,435.00",,,,,,,,
stephen.arnold@buytopiamail.com,8/11/2016,"$4,503.00",,,,,,,,
paul.macdonald@buytopiamail.com,7/14/2016,$564.00,,,,,,,,
joseph.newman@buytopiamail.com,8/3/2016,$878.00,,,,,,,,
sonia.rutherford@buytopiamail.com,7/15/2016,"$2,489.00",,,,,,,,
katherine.grant@buytopiamail.com,8/14/2016,"$4,443.00",,,,,,,,
boris.kerr@buytopiamail.com,7/21/2016,"$4,240.00",,,,,,,,
dominic.mackay@buytopiamail.com,8/12/2016,"$4,562.00",,,,,,,,
amanda.quinn@buytopiamail.com,8/8/2016,"$2,219.00",,,,,,,,
karen.scott@buytopiamail.com,7/5/2016,"$3,972.00",,,,,,,,
leonard.lambert@buytopiamail.com,8/11/2016,$627.00,,,,,,,,
anne.randall@buytopiamail.com,7/18/2016,"$4,349.00",,,,,,,,
victoria.pullman@buytopiamail.com,8/10/2016,$400.00,,,,,,,,
ian.may@buytopiamail.com,7/5/2016,"$3,002.00",,,,,,,,
trevor.avery@buytopiamail.com,7/7/2016,"$1,719.00",,,,,,,,
alan.alsop@buytopiamail.com,7/10/2016,$649.00,,,,,,,,
william.simpson@buytopiamail.com,8/16/2016,"$2,354.00",,,,,,,,
samantha.bower@buytopiamail.com,7/20/2016,$797.00,,,,,,,,
joseph.churchill@buytopiamail.com,8/14/2016,"$3,556.00",,,,,,,,
brian.taylor@buytopiamail.com,8/3/2016,"$3,226.00",,,,,,,,
rachel.rutherford@buytopiamail.com,7/26/2016,"$3,359.00",,,,,,,,
connor.edmunds@buytopiamail.com,7/1/2016,"$2,126.00",,,,,,,,
sue.slater@buytopiamail.com,7/26/2016,"$3,548.00",,,,,,,,
carl.north@buytopiamail.com,7/12/2016,"$4,419.00",,,,,,,,
jennifer.slater@buytopiamail.com,8/6/2016,"$2,109.00",,,,,,,,
emily.hart@buytopiamail.com,7/9/2016,$931.00,,,,,,,,
connor.langdon@buytopiamail.com,7/15/2016,"$3,710.00",,,,,,,,
hannah.hill@buytopiamail.com,7/25/2016,"$2,701.00",,,,,,,,
anna.martin@buytopiamail.com,8/17/2016,$6.00,,,,,,,,
robert.peake@buytopiamail.com,8/5/2016,"$2,375.00",,,,,,,,
diana.turner@buytopiamail.com,8/3/2016,"$4,606.00",,,,,,,,
claire.manning@buytopiamail.com,8/17/2016,"$2,083.00",,,,,,,,
luke.underwood@buytopiamail.com,7/20/2016,"$3,331.00",,,,,,,,
jake.nash@buytopiamail.com,7/30/2016,"$1,249.00",,,,,,,,
robert.carr@buytopiamail.com,7/28/2016,"$1,382.00",,,,,,,,
madeleine.duncan@buytopiamail.com,7/1/2016,"$3,646.00",,,,,,,,
gordon.king@buytopiamail.com,7/3/2016,"$4,272.00",,,,,,,,
nicola.miller@buytopiamail.com,8/5/2016,"$3,683.00",,,,,,,,
alexandra.poole@buytopiamail.com,7/19/2016,"$1,546.00",,,,,,,,
blake.black@buytopiamail.com,8/12/2016,"$1,614.00",,,,,,,,
jason.lee@buytopiamail.com,7/1/2016,"$1,051.00",,,,,,,,
heather.greene@buytopiamail.com,7/17/2016,"$3,863.00",,,,,,,,
chloe.james@buytopiamail.com,7/25/2016,"$1,522.00",,,,,,,,
ella.poole@buytopiamail.com,7/24/2016,"$3,754.00",,,,,,,,
warren.hunter@buytopiamail.com,7/23/2016,"$2,707.00",,,,,,,,
kimberly.randall@buytopiamail.com,8/1/2016,"$2,616.00",,,,,,,,
rose.north@buytopiamail.com,8/9/2016,"$3,637.00",,,,,,,,
amy.hardacre@buytopiamail.com,8/8/2016,"$1,055.00",,,,,,,,
dorothy.butler@buytopiamail.com,7/29/2016,"$1,838.00",,,,,,,,
robert.hemmings@buytopiamail.com,7/18/2016,"$2,865.00",,,,,,,,
connor.clark@buytopiamail.com,7/11/2016,"$2,588.00",,,,,,,,
alexander.macdonald@buytopiamail.com,8/8/2016,"$3,233.00",,,,,,,,
joshua.allan@buytopiamail.com,8/17/2016,"$1,507.00",,,,,,,,
zoe.lawrence@buytopiamail.com,8/3/2016,$91.00,,,,,,,,
eric.vaughan@buytopiamail.com,8/3/2016,"$4,713.00",,,,,,,,
carolyn.hunter@buytopiamail.com,7/11/2016,"$4,329.00",,,,,,,,
pippa.robertson@buytopiamail.com,6/30/2016,"$4,586.00",,,,,,,,
richard.davies@buytopiamail.com,7/27/2016,"$2,712.00",,,,,,,,
julian.hemmings@buytopiamail.com,7/25/2016,"$4,552.00",,,,,,,,
robert.bell@buytopiamail.com,8/5/2016,$593.00,,,,,,,,
pippa.terry@buytopiamail.com,6/30/2016,"$3,554.00",,,,,,,,
wanda.gibson@buytopiamail.com,8/13/2016,"$3,084.00",,,,,,,,
vanessa.nash@buytopiamail.com,7/18/2016,$128.00,,,,,,,,
max.bell@buytopiamail.com,7/23/2016,"$4,641.00",,,,,,,,
kimberly.berry@buytopiamail.com,7/3/2016,"$3,016.00",,,,,,,,
jacob.hemmings@buytopiamail.com,7/10/2016,$749.00,,,,,,,,
yvonne.mackay@buytopiamail.com,7/26/2016,"$4,199.00",,,,,,,,
hannah.hamilton@buytopiamail.com,7/6/2016,"$1,090.00",,,,,,,,
yvonne.blake@buytopiamail.com,7/2/2016,"$2,090.00",,,,,,,,
alan.knox@buytopiamail.com,7/12/2016,"$2,420.00",,,,,,,,
victoria.campbell@buytopiamail.com,8/3/2016,$509.00,,,,,,,,
diana.ferguson@buytopiamail.com,8/12/2016,$305.00,,,,,,,,
liam.short@buytopiamail.com,7/9/2016,$406.00,,,,,,,,
chloe.roberts@buytopiamail.com,8/6/2016,"$2,141.00",,,,,,,,
claire.fraser@buytopiamail.com,7/9/2016,"$1,809.00",,,,,,,,
tracey.berry@buytopiamail.com,8/13/2016,"$4,959.00",,,,,,,,
paul.metcalfe@buytopiamail.com,7/13/2016,$991.00,,,,,,,,
alison.miller@buytopiamail.com,8/7/2016,"$2,149.00",,,,,,,,
charles.parr@buytopiamail.com,8/6/2016,$305.00,,,,,,,,
paul.lyman@buytopiamail.com,8/3/2016,"$4,954.00",,,,,,,,
sebastian.mills@buytopiamail.com,8/3/2016,"$3,263.00",,,,,,,,
lillian.mackenzie@buytopiamail.com,8/17/2016,$345.00,,,,,,,,
brian.sharp@buytopiamail.com,7/5/2016,$0.00,,,,,,,,
diane.macdonald@buytopiamail.com,8/7/2016,$705.00,,,,,,,,
carolyn.skinner@buytopiamail.com,8/4/2016,"$1,786.00",,,,,,,,
jake.abraham@buytopiamail.com,7/29/2016,"$3,771.00",,,,,,,,
katherine.ross@buytopiamail.com,7/19/2016,"$4,357.00",,,,,,,,
madeleine.macdonald@buytopiamail.com,7/16/2016,"$3,677.00",,,,,,,,
kevin.brown@buytopiamail.com,7/7/2016,"$4,611.00",,,,,,,,
john.black@buytopiamail.com,8/18/2016,$363.00,,,,,,,,
jake.kerr@buytopiamail.com,8/11/2016,"$1,724.00",,,,,,,,
penelope.parsons@buytopiamail.com,8/7/2016,"$4,292.00",,,,,,,,
lisa.forsyth@buytopiamail.com,7/17/2016,"$2,095.00",,,,,,,,
william.grant@buytopiamail.com,8/8/2016,"$3,581.00",,,,,,,,
frank.smith@buytopiamail.com,8/7/2016,"$4,615.00",,,,,,,,
felicity.morgan@buytopiamail.com,7/19/2016,"$1,590.00",,,,,,,,
victoria.sanderson@buytopiamail.com,8/17/2016,"$1,053.00",,,,,,,,
robert.allan@buytopiamail.com,7/4/2016,"$3,722.00",,,,,,,,
amelia.wilson@buytopiamail.com,7/17/2016,"$4,707.00",,,,,,,,
jasmine.blake@buytopiamail.com,7/29/2016,"$2,842.00",,,,,,,,
stewart.payne@buytopiamail.com,7/18/2016,"$3,075.00",,,,,,,,
austin.short@buytopiamail.com,7/5/2016,$933.00,,,,,,,,
adam.metcalfe@buytopiamail.com,8/15/2016,"$4,171.00",,,,,,,,
zoe.glover@buytopiamail.com,7/9/2016,$694.00,,,,,,,,
joe.hemmings@buytopiamail.com,7/22/2016,$562.00,,,,,,,,
grace.lambert@buytopiamail.com,7/27/2016,$197.00,,,,,,,,
andrea.young@buytopiamail.com,7/5/2016,$459.00,,,,,,,,
wanda.walsh@buytopiamail.com,7/22/2016,"$3,073.00",,,,,,,,
connor.mills@buytopiamail.com,7/10/2016,"$3,265.00",,,,,,,,
jonathan.piper@buytopiamail.com,7/12/2016,"$4,654.00",,,,,,,,
matt.forsyth@buytopiamail.com,7/5/2016,"$3,494.00",,,,,,,,
amy.alsop@buytopiamail.com,8/6/2016,"$4,727.00",,,,,,,,
diana.macdonald@buytopiamail.com,8/7/2016,"$2,564.00",,,,,,,,
bella.short@buytopiamail.com,8/8/2016,"$3,872.00",,,,,,,,
ian.vance@buytopiamail.com,7/8/2016,"$1,061.00",,,,,,,,
eric.brown@buytopiamail.com,7/7/2016,"$3,508.00",,,,,,,,
stephen.bailey@buytopiamail.com,7/28/2016,"$3,996.00",,,,,,,,
john.mackay@buytopiamail.com,8/17/2016,"$1,058.00",,,,,,,,
lillian.dyer@buytopiamail.com,7/13/2016,"$3,027.00",,,,,,,,
nicola.hudson@buytopiamail.com,7/30/2016,"$2,082.00",,,,,,,,
thomas.poole@buytopiamail.com,7/31/2016,$14.00,,,,,,,,
vanessa.paige@buytopiamail.com,7/28/2016,"$2,374.00",,,,,,,,
melanie.rees@buytopiamail.com,7/10/2016,"$4,678.00",,,,,,,,
natalie.ogden@buytopiamail.com,8/15/2016,$665.00,,,,,,,,
piers.randall@buytopiamail.com,7/16/2016,"$2,559.00",,,,,,,,
gavin.butler@buytopiamail.com,7/17/2016,"$2,021.00",,,,,,,,
ella.wilkins@buytopiamail.com,7/13/2016,"$4,620.00",,,,,,,,
virginia.skinner@buytopiamail.com,7/17/2016,$762.00,,,,,,,,
paul.paige@buytopiamail.com,7/14/2016,"$2,112.00",,,,,,,,
gordon.wilkins@buytopiamail.com,8/1/2016,"$4,431.00",,,,,,,,
carol.murray@buytopiamail.com,7/2/2016,"$3,525.00",,,,,,,,
nathan.kelly@buytopiamail.com,7/28/2016,$33.00,,,,,,,,
jake.ogden@buytopiamail.com,7/22/2016,"$3,645.00",,,,,,,,
jason.clark@buytopiamail.com,7/25/2016,"$2,801.00",,,,,,,,
keith.sutherland@buytopiamail.com,7/3/2016,$136.00,,,,,,,,
owen.greene@buytopiamail.com,8/17/2016,"$4,138.00",,,,,,,,
felicity.smith@buytopiamail.com,7/11/2016,$576.00,,,,,,,,
lillian.davidson@buytopiamail.com,7/26/2016,"$4,017.00",,,,,,,,
frank.springer@buytopiamail.com,7/14/2016,"$3,133.00",,,,,,,,
dorothy.james@buytopiamail.com,7/5/2016,"$3,644.00",,,,,,,,
nicholas.pullman@buytopiamail.com,7/9/2016,"$2,128.00",,,,,,,,
ian.white@buytopiamail.com,7/14/2016,"$4,359.00",,,,,,,,
peter.cornish@buytopiamail.com,7/9/2016,"$1,946.00",,,,,,,,
william.north@buytopiamail.com,7/20/2016,"$2,816.00",,,,,,,,
jacob.roberts@buytopiamail.com,6/29/2016,"$1,224.00",,,,,,,,
luke.terry@buytopiamail.com,8/4/2016,"$1,107.00",,,,,,,,
jason.metcalfe@buytopiamail.com,7/2/2016,"$3,700.00",,,,,,,,
sue.dickens@buytopiamail.com,7/29/2016,"$1,974.00",,,,,,,,
rachel.bower@buytopiamail.com,8/14/2016,$972.00,,,,,,,,
jessica.martin@buytopiamail.com,7/22/2016,"$4,483.00",,,,,,,,
sophie.ince@buytopiamail.com,7/5/2016,"$3,110.00",,,,,,,,
anna.metcalfe@buytopiamail.com,8/3/2016,"$4,977.00",,,,,,,,
lillian.berry@buytopiamail.com,7/22/2016,$288.00,,,,,,,,
irene.cornish@buytopiamail.com,6/30/2016,"$2,267.00",,,,,,,,
anthony.underwood@buytopiamail.com,8/5/2016,"$3,465.00",,,,,,,,
gavin.russell@buytopiamail.com,8/15/2016,"$1,202.00",,,,,,,,
connor.rampling@buytopiamail.com,7/17/2016,$33.00,,,,,,,,
william.paterson@buytopiamail.com,8/3/2016,"$4,844.00",,,,,,,,
ava.piper@buytopiamail.com,7/19/2016,"$1,476.00",,,,,,,,
hannah.lee@buytopiamail.com,8/10/2016,$867.00,,,,,,,,
emma.reid@buytopiamail.com,8/11/2016,"$2,418.00",,,,,,,,
gavin.hardacre@buytopiamail.com,7/9/2016,"$1,260.00",,,,,,,,
madeleine.churchill@buytopiamail.com,7/13/2016,"$4,259.00",,,,,,,,
claire.thomson@buytopiamail.com,8/11/2016,"$1,059.00",,,,,,,,
amy.springer@buytopiamail.com,7/26/2016,"$4,767.00",,,,,,,,
bella.brown@buytopiamail.com,8/18/2016,"$3,591.00",,,,,,,,
sue.poole@buytopiamail.com,7/12/2016,$720.00,,,,,,,,
ava.fraser@buytopiamail.com,8/16/2016,"$4,005.00",,,,,,,,
rebecca.simpson@buytopiamail.com,7/15/2016,"$1,314.00",,,,,,,,
charles.terry@buytopiamail.com,7/14/2016,$482.00,,,,,,,,
cameron.peake@buytopiamail.com,7/17/2016,"$1,751.00",,,,,,,,
sam.harris@buytopiamail.com,7/31/2016,$551.00,,,,,,,,
andrea.peake@buytopiamail.com,8/1/2016,"$3,615.00",,,,,,,,
bernadette.wallace@buytopiamail.com,7/24/2016,"$2,371.00",,,,,,,,
sarah.ball@buytopiamail.com,7/7/2016,"$1,591.00",,,,,,,,
felicity.skinner@buytopiamail.com,7/5/2016,$680.00,,,,,,,,
rachel.alsop@buytopiamail.com,6/29/2016,"$4,826.00",,,,,,,,
cameron.alsop@buytopiamail.com,8/16/2016,"$3,840.00",,,,,,,,
wanda.welch@buytopiamail.com,7/23/2016,"$2,765.00",,,,,,,,
jason.poole@buytopiamail.com,8/9/2016,"$2,886.00",,,,,,,,
charles.smith@buytopiamail.com,6/29/2016,"$4,259.00",,,,,,,,
stephanie.gill@buytopiamail.com,8/2/2016,"$3,711.00",,,,,,,,
boris.marshall@buytopiamail.com,7/14/2016,"$4,353.00",,,,,,,,
olivia.watson@buytopiamail.com,7/6/2016,$333.00,,,,,,,,
piers.white@buytopiamail.com,7/22/2016,$884.00,,,,,,,,
samantha.thomson@buytopiamail.com,8/15/2016,"$1,321.00",,,,,,,,
steven.bailey@buytopiamail.com,7/9/2016,"$4,236.00",,,,,,,,
charles.alsop@buytopiamail.com,7/17/2016,"$3,212.00",,,,,,,,
jasmine.ross@buytopiamail.com,8/5/2016,"$3,068.00",,,,,,,,
william.davidson@buytopiamail.com,7/1/2016,"$3,112.00",,,,,,,,
emma.ball@buytopiamail.com,7/20/2016,"$3,902.00",,,,,,,,
warren.hardacre@buytopiamail.com,8/6/2016,"$2,410.00",,,,,,,,
deirdre.hill@buytopiamail.com,7/31/2016,"$2,817.00",,,,,,,,
joe.burgess@buytopiamail.com,6/30/2016,"$2,962.00",,,,,,,,
anthony.ellison@buytopiamail.com,8/16/2016,$238.00,,,,,,,,
claire.paige@buytopiamail.com,7/23/2016,"$2,004.00",,,,,,,,
joe.murray@buytopiamail.com,7/31/2016,"$1,807.00",,,,,,,,
jonathan.ellison@buytopiamail.com,7/24/2016,"$2,695.00",,,,,,,,
rachel.metcalfe@buytopiamail.com,7/14/2016,$307.00,,,,,,,,
victor.campbell@buytopiamail.com,7/2/2016,"$4,556.00",,,,,,,,
trevor.fisher@buytopiamail.com,8/1/2016,$960.00,,,,,,,,
fiona.morgan@buytopiamail.com,8/9/2016,"$1,486.00",,,,,,,,
connor.rees@buytopiamail.com,8/14/2016,"$3,303.00",,,,,,,,
john.paterson@buytopiamail.com,7/6/2016,"$3,059.00",,,,,,,,
hannah.churchill@buytopiamail.com,8/15/2016,"$3,154.00",,,,,,,,
kevin.davies@buytopiamail.com,7/22/2016,"$4,000.00",,,,,,,,
matt.bailey@buytopiamail.com,7/13/2016,"$2,388.00",,,,,,,,
alison.gill@buytopiamail.com,8/7/2016,"$2,511.00",,,,,,,,
dominic.bailey@buytopiamail.com,8/18/2016,"$3,339.00",,,,,,,,
andrea.knox@buytopiamail.com,8/7/2016,"$2,038.00",,,,,,,,
carolyn.harris@buytopiamail.com,7/5/2016,"$4,791.00",,,,,,,,
joan.mitchell@buytopiamail.com,7/2/2016,"$3,239.00",,,,,,,,
matt.thomson@buytopiamail.com,7/12/2016,"$3,622.00",,,,,,,,
amanda.morrison@buytopiamail.com,8/8/2016,"$4,754.00",,,,,,,,
liam.gibson@buytopiamail.com,7/28/2016,"$2,142.00",,,,,,,,
dan.mathis@buytopiamail.com,8/1/2016,$101.00,,,,,,,,
piers.underwood@buytopiamail.com,6/29/2016,"$2,034.00",,,,,,,,
dominic.bower@buytopiamail.com,8/16/2016,"$4,970.00",,,,,,,,
jack.powell@buytopiamail.com,7/9/2016,"$2,816.00",,,,,,,,
grace.ross@buytopiamail.com,7/14/2016,"$1,711.00",,,,,,,,
caroline.mcgrath@buytopiamail.com,8/11/2016,"$3,376.00",,,,,,,,
carolyn.mathis@buytopiamail.com,8/11/2016,"$2,848.00",,,,,,,,
penelope.young@buytopiamail.com,8/18/2016,"$4,991.00",,,,,,,,
alan.johnston@buytopiamail.com,7/2/2016,"$4,223.00",,,,,,,,
keith.hemmings@buytopiamail.com,7/29/2016,"$1,243.00",,,,,,,,
dan.welch@buytopiamail.com,8/15/2016,"$2,980.00",,,,,,,,
jacob.clark@buytopiamail.com,8/4/2016,"$4,367.00",,,,,,,,
john.hamilton@buytopiamail.com,7/12/2016,$616.00,,,,,,,,
amy.randall@buytopiamail.com,7/9/2016,"$3,178.00",,,,,,,,
steven.rutherford@buytopiamail.com,7/29/2016,$405.00,,,,,,,,
anna.forsyth@buytopiamail.com,7/17/2016,"$4,727.00",,,,,,,,
una.ellison@buytopiamail.com,7/4/2016,"$2,338.00",,,,,,,,
